finding_id	report	source_repo	source_paths	finding	disposition	preservation_evidence	future_verification
R09-I18	09#18	spicy-regs	tests/test_supreme_court_opinions.py	Pre-2021 Supreme Court term indexes use the bound-volume layout and require a separate parser path.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Replay a preserved pre-2021 index and a modern index through their respective parsers.
R09-I19	09#19	spicy-regs	tests/test_supreme_court_opinions.py	Opinions sharing a bound volume reuse one fetch while preserving per-opinion dead-link evidence.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run shared-volume and individual-dead-link cases with a counted fetch adapter.
R09-F01	09-fixture	spicy-regs	output/segmentation-source-cache-v2/	The ignored 47 MB source cache contains captured HTML, XML, PDF bytes, and source-lock.json required for exact segmentation replay.	copy	../../../_preserved-2026-08-27/spicy-regs-output-complete:segmentation-source-cache-v2/	Verify every member against source-lock.json; future experiment adoption is a separate decision.
R09-F02	09-fixture	spicy-regs	output/segmented-real-data-evaluation-v2/	The ignored 2.7 MB sealed evaluation contains Parquet members, membership, gold spans, source provenance, manifest, receipt, and lock.	copy	../../../_preserved-2026-08-27/spicy-regs-output-complete:segmented-real-data-evaluation-v2/	Validate membership and member digests; rerunning or adopting the evaluation remains separate.
R09-F03	09-fixture+12#7	spicy-regs	tests/fixtures/docpipeline_segments_migration_v1.json; tests/fixtures/docpipeline_retrieval_migration_v1.json; tests/fixtures/docpipeline_step4_expected_differences_v1.json; tests/fixtures/docpipeline_step5_expected_differences_v1.json	Four frozen migration oracles preserve exact predecessor parity and expected-difference cases for an abandoned migration.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run only when historical parity is needed; do not make exact legacy parity a current acceptance gate.
R09-F04	09-fixture	spicy-regs	tests/fixtures/relation_exclusion_explicit_denial_v1.json; tests/fixtures/relation_exclusion_explicit_denial_v2_corpus.json; tests/fixtures/relation_exclusion_explicit_denial_v2_oracle.provisional.json; docs/evidence/relation-exclusion-openai-v2-focused-five-2026-07-25/	Relation-exclusion corpora, the provisional oracle, and focused provider evidence preserve cases not present in surviving repositories.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Verify member digests and keep the provisional oracle non-authorizing until independent review.
R09-F05	09-fixture+12#7	spicy-regs	fixtures/releases/document-release-v3/; fixtures/releases/document-release-v3-incremental-mixed/; tests/fixtures/document-release-v3-source/; tests/fixtures/document-release-v3-incremental-mixed-source/	Two sealed DocumentRelease v3 bundles and their source fixtures preserve closed-membership and incremental-equivalence history.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run the historical v3 verifier when replay is needed; current DocSpec conformance remains the authority.
R09-12-SAMPLES	09-fixture+12#4	spicy-regs	sample-data/mirrulations/; sample-data/document-files/	Captured Mirrulations and document-file bytes include bill HTML and CFR XML, Regulations.gov JSON and PDF, a CBO DataDome refusal, and GovInfo summary and PREMIS material absent from survivors.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Verify snapshot membership and digests; refresh mutable upstream sources only as a separate acquisition run.
R09-12-DOMAINS	09-fixture+12#4	spicy-regs	sample-data/source-domains/observed-domain-snapshot-2026-08-03.json; sample-data/source-domains/	The dated observed-domain census and capture manifest preserve exact Regulations.gov and Unified Agenda distributions not recreated elsewhere; RefSpec separately retains selected schema bytes.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Validate the capture manifest, then treat the census as dated evidence rather than current domain authority.
R09-F08	09-fixture	spicy-regs	docs/evidence/elsst-r6-forward-development-dataset-2026-07-29/	The provisional ELSST development dataset preserves 19 grounded rows absent elsewhere.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Keep the data developmentOnly and holdout-exposed unless a new sealed blind evaluation authorizes adoption.
R09-F09	09-fixture	spicy-regs	docs/evidence/gold-adjudication-2026-07-27/; docs/evidence/single-document-rulespec-projection-2026-07-28/	Gold adjudication and single-document Rulespec projection evidence are read directly by tests and are unique to the preserved branch.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Verify all evidence members and bind any future test result to the exact evidence digests.
R09-F10	09-fixture+12#2	spicy-regs-landing	src/spicy_regs/universes/regulations-gov-published-catalog-2021-2025-metadata-complete.json	The landing-only pinned universe binds the metadata-complete Regulations.gov population and has no equivalent survivor copy.	copy	source-snapshots/spicy-regs-landing-main-31a4bfe.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Resolve every named input and compare requested-universe and selected-set digests with the preserved landing release.
R09-F11	09-fixture	spicy-regs; RefSpec	output/usc-act-index-2026-08-02/; output/usc-source-credit-index-2026-08-02/	The SpicyRegs paths were empty link locations, but the two actual sealed USC artifact targets are now copied with receipts and Parquet members.	copy	../../../_preserved-2026-08-27/refspec-linked-output:usc-act-index-2026-08-02/; ../../../_preserved-2026-08-27/refspec-linked-output:usc-source-credit-index-2026-08-02/	Verify receipt and member digests and trace current RefSpec generation provenance; that parity work does not block preservation closure.
R09-C01	09-covered	DocSpec; rulespec	tests/test_source_catalog_snapshot.py; tests/test_s3_blob_adapter.py; packages/rulespec-artifacts/tests/test_artifact.py	Immutable publication, concurrent-winner handling, no replacement, symlink and root-swap refusal, partial-publication refusal, and tamper-before-read have stronger current tests.	durable-current-reference	DocSpec@444f8ec283a7:tests/test_source_catalog_snapshot.py; DocSpec@444f8ec283a7:tests/test_s3_blob_adapter.py; rulespec@93ae44d906be:packages/rulespec-artifacts/tests/test_artifact.py	Rerun those current suites after storage or artifact-boundary changes.
R09-C02	09-covered	DocSpec	tests/test_regulations_gov_catalog.py	Exact Regulations.gov document, docket, and Federal Register joins, unmatched related rows, comment null-date policy, and source-fact preservation have current coverage.	durable-current-reference	DocSpec@444f8ec283a7:tests/test_regulations_gov_catalog.py	Rerun join, unmatched-row, null-date, and source-fact cases after adapter changes.
R09-C03	09-covered	DocSpec; spicysearch	tests/test_regulations_gov_catalog.py; tests/search/test_source_catalog_metadata.py	Source-scoped native facts, exact joins, no invented context, and consumer labeling of related Federal Register text survive in current DocSpec and SpicySearch tests.	durable-current-reference	DocSpec@444f8ec283a7:tests/test_regulations_gov_catalog.py; spicysearch@027a79cebf59:tests/search/test_source_catalog_metadata.py	Rerun both producer and consumer tests; preserve the pinned universe separately through R09-F10.
R09-C04	09-covered	RefSpec	tests/test_act_resolution.py; tests/test_usc_act_index.py; tests/test_usc_section_oracle.py; tests/test_unified_agenda_parquet.py	Act ambiguity, alias cycles, division fencing, Table III and source-credit composition, and amendment-versus-enactment handling survive in current RefSpec tests.	durable-current-reference	RefSpec@3464bda29d08:tests/test_act_resolution.py; RefSpec@3464bda29d08:tests/test_usc_act_index.py; RefSpec@3464bda29d08:tests/test_usc_section_oracle.py; RefSpec@3464bda29d08:tests/test_unified_agenda_parquet.py	Rerun the current RefSpec act-resolution and USC artifact suites.
R09-C05	09-covered	RefSpec	tests/test_unified_agenda_schema_divergence.py; tests/test_unified_agenda_codes.py; tests/test_regulations_gov_codes.py	Duplicated Not Major, published-versus-observed Unified Agenda values, and Regulations.gov controlled-value quirks survive in current RefSpec tests.	durable-current-reference	RefSpec@3464bda29d08:tests/test_unified_agenda_schema_divergence.py; RefSpec@3464bda29d08:tests/test_unified_agenda_codes.py; RefSpec@3464bda29d08:tests/test_regulations_gov_codes.py	Rerun current controlled-value and schema-divergence tests after source-schema updates.
R09-C06	09-covered	spicysearch	tests/test_score_inferred_against_recovered.py	An arm that does not fire counts as false negatives instead of shrinking its denominator in current scoring tests.	durable-current-reference	spicysearch@027a79cebf59:tests/test_score_inferred_against_recovered.py	Rerun the scoring test after evaluation-metric changes.
R09-C07	09-covered	RefSpec	tests/test_atlas_relatedmatch_blind_review.py	Blind inputs exclude answer-key fields and require two framing passes in current RefSpec; the stricter sealed-review timing and completeness rules remain separately copied in R09-I07 and R09-I08.	durable-current-reference	RefSpec@3464bda29d08:tests/test_atlas_relatedmatch_blind_review.py	Rerun current blindness and two-pass cases without claiming parity for the separate sealed-review gate.
R09-C08	09-scope	spicy-regs; DocSpec; RefSpec; spicysearch	tests/test_docpipeline_*_migration.py; tests/test_docpipeline_adapter_*.py; tests/test_transforms_pdf_text_pymupdf.py; tests/test_elsst_r6_forward_development_dataset.py; tests/test_ablate_candidate_selectors.py; tests/test_segmentation_rerank.py; tests/test_segmentation_sparse_retrieval.py; tests/test_segmentation_tagging.py; tests/test_relation_exclusion_evaluation*.py	Legacy parity, project-owned provider adapters, reversed PyMuPDF adoption, developmentOnly ELSST data, and experiment or paid-run machinery are deliberately absent from surviving production lanes and therefore are scope evidence, not current capability loss.	superseded	DocSpec@444f8ec283a7:src/docspec/ports/processor.py; RefSpec@3464bda29d08:docs/decisions.md; spicysearch@027a79cebf59:PLAN.md	Revisit only through a new accepted ownership or adoption decision; archive preservation does not authorize serving.
R10-M01	10-module	spicy-regs	src/spicy_regs/candidate_release.py	Reads verified Atlas releases and emits candidate-selection receipts and bridges; RefSpec recreates the outcome but not the local adapter format.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run both readers against one sealed Atlas release to determine receipt compatibility before any port.
R10-M02	10-module	spicy-regs	src/spicy_regs/cli.py	Adds document_release_v3 and makes main accept arguments and return exit codes; this is a low-risk testability and command-surface change.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Exercise argument passing and exit-code behavior only if the historical command is replayed.
R10-M03	10-module	spicy-regs	src/spicy_regs/corpora/__init__.py	The corpora package marker has no independent behavior but is retained with the copied experiment modules.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	No standalone parity check is required.
R10-M04	10-module	spicy-regs	src/spicy_regs/corpora/artifact_retrieval_baseline.py	Provides the whole-artifact baseline used to compare artifact and segment retrieval; no executable survivor counterpart exists.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run it over the preserved deterministic inputs before interpreting any historical comparison.
R10-M05	10-module	spicy-regs	src/spicy_regs/corpora/body_retrieval_corpus.py	Builds a deterministic Federal Register body corpus with fetch caching, draw rules, secret scans, validation, and measurements; survivors retain reports but not the builder.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Replay against the preserved cache and independently verify draw membership, quarantines, and measurements.
R10-M06	10-module	spicy-regs	src/spicy_regs/corpora/document_acceptance_scope.py	Builds an immutable profile-filtered document view over a segmentation dataset; only partial sealed-gold boundaries survive.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run the scope builder over a pinned segmentation release and compare current ownership before adoption.
R10-M07	10-module	spicy-regs	src/spicy_regs/corpora/embedding_audit.py	Records model-native tokenization, input limits, and input digests for embedding experiments; no exact survivor implementation exists.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Recheck provider and tokenizer pins before replaying any audit.
R10-M08	10-module	spicy-regs	src/spicy_regs/corpora/mirrulations_document_corpus.py	Freezes exact Regulations.gov documents and attachments from Mirrulations with receipts; DocSpec has the catalog model but not this exact corpus-freezing method.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run against a frozen draw and verify ETags, bytes, membership, and receipts before considering parity.
R10-M09	10-module	spicy-regs	src/spicy_regs/corpora/mixed_real_data.py	Builds heterogeneous positive, negative, and cross-source ontology cases with receipts; artifacts and rules survive separately but not the builder.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Rebuild only from copied sealed inputs and compare case membership and receipt digests.
R10-M10	10-module	spicy-regs	src/spicy_regs/corpora/profile_evaluation.py	Runs bounded evaluation across all declared source profiles; no executable survivor counterpart was found.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run each declared profile against a pinned corpus and keep evaluation results non-authorizing.
R10-M11	10-module	spicy-regs	src/spicy_regs/corpora/relation_exclusion_evaluation.py	Implements a deterministic candidate-only relation diagnostic with comparison and quality gates; no survivor counterpart exists.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Replay the preserved corpus and compare deterministic output before any migration.
R10-M12	10-module+10-nugget#2	spicy-regs	src/spicy_regs/corpora/relation_exclusion_evaluation_v2.py	Implements leak-resistant relation and change-event evaluation with temporal, attribution, conditionality, blind adjudication, and two sealed reviews; no full survivor counterpart exists.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run payload-blindness, review-identity, timing, span, hybrid-event, and final-resolution cases before adoption.
R10-M13	10-module	spicy-regs	src/spicy_regs/corpora/segmentation_embedding_audit.py	Adds native model token-limit evidence to segmentation results; no exact survivor implementation exists.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Recheck model and tokenizer revisions and validate every input digest before replay.
R10-M14	10-module	spicy-regs	src/spicy_regs/corpora/segmentation_evaluation.py	Builds provenance-bound source caches, gold spans, and adversarial segmentation cases; DocSpec retains runtime segmentation but not this evaluation builder.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Rebuild from copied source bytes and verify span provenance and case membership.
R10-M15	10-module+10-nugget#3	spicy-regs	src/spicy_regs/corpora/segmentation_experiment.py	Runs a reproducible five-arm, multi-budget segmentation and retrieval experiment over one immutable snapshot; runtime pieces survive but the controlled method does not.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Replay all arms on one pinned snapshot and compare receipts without treating the experiment as serving authorization.
R10-M16	10-module+10-nugget#3	spicy-regs	src/spicy_regs/corpora/segmentation_rerank.py	Reranks fixed dense candidates while retaining exact input audit evidence; no complete survivor counterpart exists.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Prove fixed candidate order and input digests before rerunning a pinned reranker.
R10-M17	10-module+10-nugget#3	spicy-regs	src/spicy_regs/corpora/segmentation_sparse_retrieval.py	Evaluates learned sparse retrieval and dense-sparse reciprocal-rank fusion; survivors do not implement this experimental lane.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Replay with the exact model revision and copied candidates; require a new adoption decision for any serving use.
R10-M18	10-module+10-nugget#3	spicy-regs	src/spicy_regs/corpora/segmentation_tagging.py	Evaluates segmentation choices through ontology tagging and grounding metrics; no equivalent runner survives.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Replay over pinned segments and vocabulary assets and keep the result within experiments.
R10-M19	10-module+10-nugget#6+12#6	spicy-regs	src/spicy_regs/data_dictionary.py; data_dictionary/descriptions.yaml	Reconciles curated descriptions, in-code schemas, and live Parquet DESCRIBE output, including source-specific operating limits and missing tables or columns; no survivor implements the complete check.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run against a copied published dataset and separately reassess dated source limits before adoption.
R10-M20	10-module	spicy-regs; DocSpec	src/spicy_regs/document_file_pipeline.py; src/docspec/application/execution.py; src/docspec/processing/extraction.py; src/docspec/processing/segmentation.py	The mixed capture, version, extraction, segment, and receipt pipeline is superseded by DocSpec execution, extraction, and segmentation; unique inner replay and refusal behaviors remain separately copied.	superseded	DocSpec@444f8ec283a7:src/docspec/application/execution.py; DocSpec@444f8ec283a7:src/docspec/processing/extraction.py; DocSpec@444f8ec283a7:src/docspec/processing/segmentation.py	Rerun current DocSpec pipeline tests and evaluate only the separately listed gaps in report 11.
R10-M21	10-module	spicy-regs	src/spicy_regs/enrichment/__init__.py	The enrichment package marker has no independent behavior but is retained with copied enrichment modules.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	No standalone parity check is required.
R10-M22	10-module	spicy-regs; spicysearch	src/spicy_regs/enrichment/connected_concepts.py; src/spicysearch/related_topics.py	One-hop verified concept expansion has been recreated in SpicySearch under a newer related-topic policy.	superseded	spicysearch@027a79cebf59:src/spicysearch/related_topics.py; spicysearch@027a79cebf59:docs/decisions/0009-text-and-concept-resolution.md	Rerun one-hop, off-by-default, fan-out, provenance, and non-ranking tests under the current policy.
R10-M23	10-module	spicy-regs; spicysearch	src/spicy_regs/enrichment/experiment_artifacts.py; src/spicysearch/validation/relevance_artifacts.py	Development-only candidate artifacts and refusal of production-looking inputs have been recreated in current SpicySearch validation.	superseded	spicysearch@027a79cebf59:src/spicysearch/validation/relevance_artifacts.py	Rerun development-only and production-looking-input refusal tests.
R10-M24	10-module	spicy-regs	src/spicy_regs/enrichment/open_set.py	Verifies open-set label and value assertions plus source spans; RefSpec preserves some binding vocabulary but not this wrapper.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run accepted, unknown, ambiguous, and bad-span cases against any proposed replacement.
R10-M25	10-module	spicy-regs; spicysearch	src/spicy_regs/evaluate_tag_quality.py; src/spicysearch/validation/topic_baseline.py	The predecessor tag-drift alarm and basic quality measurement are superseded by the stronger current SpicySearch topic baseline.	superseded	spicysearch@027a79cebf59:src/spicysearch/validation/topic_baseline.py	Rerun current baseline, drift, and sealed-verdict tests without preserving the weaker gate as authority.
R10-M26	10-module	spicy-regs; RefSpec; spicysearch	src/spicy_regs/evaluation_boundary.py; tests/test_atlas_relatedmatch_blind_review.py; src/spicysearch/experiments/	Identity, digest, concept, and near-duplicate split leakage checks are superseded by current RefSpec blind-review boundaries and SpicySearch experiment gates.	superseded	RefSpec@3464bda29d08:tests/test_atlas_relatedmatch_blind_review.py; spicysearch@027a79cebf59:src/spicysearch/experiments/	Rerun current split and blindness gates and compare only if exact near-duplicate parity is required.
R10-M27A	10-module+10-nugget#1	spicy-regs	src/spicy_regs/mcp_server.py	The MCP server resolves atomic materialized tables and omits them when validation fails; no survivor implements this resolver.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run invalid pointer, incomplete table set, and validation-failure omission cases before reuse.
R10-M27B	10-module	spicy-regs	src/spicy_regs/mcp_server.py	The discarded branch removed the existing root and icon routes; that route removal is a regression, not a capability to carry forward.	superseded	spicy-regs@b190d38a874ff97db0fe4b1f25701790e90f2c6b:src/spicy_regs/mcp_server.py	Keep the origin routes and run the current MCP HTTP surface tests.
R10-M28	10-module+10-nugget#1	spicy-regs	src/spicy_regs/pipelines/materialized.py	Restores one prior snapshot, validates schemas, runs a staged graph, publishes immutable members, and replaces latest.json only after a complete atomic dataset generation.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run prior-state restore, schema failure, partial publish, concurrent writer, and latest-pointer-last cases.
R10-M29	10-module	spicy-regs	src/spicy_regs/pipelines/ontology_dataset.py	Provides a concrete multi-stage builder for identity and concept tables; RefSpec owns much of the meaning but no equivalent dataset assembly survives.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Trace every stage over a pinned fixture and settle current record ownership before any port.
R10-M30	10-module	spicy-regs	src/spicy_regs/pipelines/rollups/base.py	Only minor runner and logging changes were present; the baseline rollup behavior remains on origin/main.	durable-current-reference	spicy-regs@b190d38a874ff97db0fe4b1f25701790e90f2c6b:src/spicy_regs/pipelines/rollups/base.py	Run existing rollup-base tests after operational changes; no branch-specific preservation work remains.
R10-M31	10-module	spicy-regs	src/spicy_regs/pipelines/rollups/bill_subjects.py	Thin bill-subject rollup wrapper is preserved; unique risk resides in its acquisition and transform dependencies.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Exercise command wiring with the separately preserved bill-subject source and transform behavior.
R10-M32	10-module	spicy-regs	src/spicy_regs/pipelines/rollups/court_opinion_bodies.py	Thin CourtListener body-materialization wrapper is preserved; unique risk resides in its source and transform dependencies.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Exercise command wiring over bounded copied CourtListener inputs.
R10-M33	10-module	spicy-regs	src/spicy_regs/pipelines/rollups/court_opinion_clusters.py	Thin CourtListener cluster-materialization wrapper is preserved; unique risk resides in its source and transform dependencies.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Exercise command wiring over a pinned cluster listing.
R10-M34	10-module	spicy-regs	src/spicy_regs/pipelines/rollups/supreme_court_opinions.py	Thin official Supreme Court publication wrapper is preserved; unique risk resides in the reader and transform.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Exercise command wiring with preserved historical term fixtures.
R10-M35	10-module	spicy-regs; rulespec	src/spicy_regs/publication.py; packages/rulespec-artifacts/src/rulespec_artifacts/_artifact.py	Local and directory write-once publication primitives are superseded by the current Rulespec no-replace artifact publisher.	superseded	rulespec@93ae44d906be:packages/rulespec-artifacts/src/rulespec_artifacts/_artifact.py	Rerun no-replace, concurrent-winner, partial-publication, and path-safety tests.
R10-M36	10-module+10-nugget#1	spicy-regs	src/spicy_regs/published.py	Provides a fail-closed resolver for a versioned materialized pointer, manifest, and complete public table set; no survivor equivalent exists.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run unknown version, escaped path, missing or extra table, non-public table, and digest mismatch cases.
R10-M37	10-module	spicy-regs	src/spicy_regs/rulespec_testbed.py	Runs a small real-data Rulespec tagging diagnostic with source facts and gold splits; components survive separately but no equivalent runner does.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Replay only as historical testbed evidence with pinned source and answer data.
R10-M38	10-module+10-nugget#8	spicy-regs; spicy-regs-landing	src/spicy_regs/schemas/federal_register.py	Two Federal Register schema variants preserve stable projection and historical topics_json absence semantics; no exact combined survivor rule exists.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle; source-snapshots/spicy-regs-landing-main-31a4bfe.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Test pre-backfill absence versus post-backfill values using versioned published manifests before adopting a combined rule.
R10-M39	10-module	spicy-regs	src/spicy_regs/source_profile_artifacts.py	Validates, canonicalizes, and seals a complete source-profile catalog joined to exact RefSpec resource IDs; generated data survives but the generator does not.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Search for any newer generator, then rebuild from one exact RefSpec release and compare receipts.
R10-M40	10-module	spicy-regs	src/spicy_regs/source_profile_artifacts_cli.py	The command-line interface for source-profile artifact generation is preserved with its generator.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Exercise command arguments, error exits, and output identity if the generator is replayed.
R10-M41	10-module	spicy-regs	src/spicy_regs/source_profiles.py	Declares source profiles and their measurements; RefSpec retains generated profile data but not the authoring checks.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Compare declarations with current RefSpec evidence and rerun authoring validation before reuse.
R10-M42	10-module	spicy-regs	src/spicy_regs/sources/__init__.py	Registers added readers and uses a low-risk lazy import for StagingWriter; the method is retained with its source modules.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run import-without-optional-dependencies and reader-registration tests if replayed.
R10-M43	10-module	spicy-regs	src/spicy_regs/sources/bill_subjects.py	Fetches bill details and CRS policy subjects, resolves carrier bills, and reports coverage with distinct incomplete, unavailable, and empty outcomes.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run pagination, 404, carrier-depth, subject-selection, and coverage cases before adoption.
R10-M44	10-module	spicy-regs	src/spicy_regs/sources/courtlistener.py	Adds incremental keyless CourtListener search for cluster metadata while deliberately excluding opinion bodies; no survivor counterpart exists.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run bounded paging, resume, identity, and body-exclusion tests against current upstream behavior.
R10-M45	10-module	spicy-regs; DocSpec	src/spicy_regs/sources/courtlistener_bulk.py; tools/courtlistener_bulk_source.py	The pinned CourtListener bulk-listing reader with integrity and inclusion-state checks is superseded by the DocSpec source tool.	superseded	DocSpec@444f8ec283a7:tools/courtlistener_bulk_source.py; DocSpec@444f8ec283a7:tests/test_courtlistener_bulk_source.py	Rerun listing pin, inclusion state, resumed download, digest, and mutation tests.
R10-M46	10-module	spicy-regs	src/spicy_regs/sources/document_populations.py	Captures and verifies CBO feeds and GovInfo CFR package populations; RefSpec has some readers but not this capture-and-fixity method.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Replay pinned CBO and GovInfo inputs and verify population identity, bytes, and refusal cases.
R10-M47	10-module	spicy-regs	src/spicy_regs/sources/fcc_ecfs.py	Derives distinct FCC proceedings from filings and fails on conflicting identity; no survivor implementation exists.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run duplicate, consistent-repeat, and conflicting-identity fixtures before adoption.
